metabolite,chebi_id,met_smiles,target_chembl_id,target_name,target_class,analog_similarity,nn_analog,metabolite_promiscuity,tier
L-lysine,CHEBI:18019,NCCCC[C@H](N)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.52,0.52,19,B (0.5-0.6)
"2,3-dipalmitoyl-S-glycerylcysteine",CHEBI:61842,CCCCCCCCCCCCCCCC(=O)OCC(CSC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCCCCC,CHEMBL2996,Protein kinase C delta type,Kinase,0.52,0.52,18,B (0.5-0.6)
(S)-4-amino-5-oxopentanoic acid,CHEBI:15757,N[C@H](C=O)CCC(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.52,0.52,11,B (0.5-0.6)
nonan-2-ol,CHEBI:78304,CCCCCCCC(C)O,CHEMBL3714079,G-protein coupled receptor 84,Other receptor/GPCR,0.52,0.52,24,B (0.5-0.6)
D-lysine,CHEBI:16855,NCCCC[C@@H](N)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.52,0.52,19,B (0.5-0.6)
heptadecan-2-ol,CHEBI:197400,CCCCCCCCCCCCCCCC(C)O,CHEMBL3714079,G-protein coupled receptor 84,Other receptor/GPCR,0.52,0.52,24,B (0.5-0.6)
docosan-2-ol,CHEBI:197512,CCCCCCCCCCCCCCCCCCCCC(C)O,CHEMBL3714079,G-protein coupled receptor 84,Other receptor/GPCR,0.52,0.52,24,B (0.5-0.6)
hexadecan-2-ol,CHEBI:185029,CCCCCCCCCCCCCCC(C)O,CHEMBL3714079,G-protein coupled receptor 84,Other receptor/GPCR,0.52,0.52,24,B (0.5-0.6)
quinolin-2-ol,CHEBI:16365,Oc1ccc2ccccc2n1,CHEMBL4481,"Nitric oxide synthase, inducible",Enzyme (other),0.52,0.52,25,B (0.5-0.6)
D-lysine,CHEBI:16855,NCCCC[C@@H](N)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.52,0.52,19,B (0.5-0.6)
L-glutamic 5-semialdehyde,CHEBI:17232,N[C@@H](CCC=O)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.52,0.52,14,B (0.5-0.6)
icosan-2-ol,CHEBI:197481,CCCCCCCCCCCCCCCCCCC(C)O,CHEMBL3714079,G-protein coupled receptor 84,Other receptor/GPCR,0.52,0.52,24,B (0.5-0.6)
L-glutamic 5-semialdehyde,CHEBI:17232,N[C@@H](CCC=O)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.52,0.52,14,B (0.5-0.6)
(S)-4-amino-5-oxopentanoic acid,CHEBI:15757,N[C@H](C=O)CCC(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.52,0.52,11,B (0.5-0.6)
D-altronic acid,CHEBI:46644,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.52,0.52,3,B (0.5-0.6)
octadecan-2-ol,CHEBI:197460,CCCCCCCCCCCCCCCCC(C)O,CHEMBL3714079,G-protein coupled receptor 84,Other receptor/GPCR,0.52,0.52,24,B (0.5-0.6)
ethylenediaminetriacetic acid,CHEBI:132232,O=C(O)CNCCN(CC(=O)O)CC(=O)O,CHEMBL3356,Cytochrome P450 1A2,CYP (metabolism),0.52,0.52,1,B (0.5-0.6)
pentadecan-2-ol,CHEBI:197379,CCCCCCCCCCCCCC(C)O,CHEMBL3714079,G-protein coupled receptor 84,Other receptor/GPCR,0.52,0.52,24,B (0.5-0.6)
1-(beta-D-xylopyranosyl)cytosine,CHEBI:132134,Nc1ccn([C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(=O)n1,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5192307692307693,0.5192307692307693,7,B (0.5-0.6)
L-2-aminopentanoic acid,CHEBI:18314,CCC[C@H](N)C(=O)O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5185185185185185,0.5185185185185185,23,B (0.5-0.6)
L-cysteic acid,CHEBI:17285,N[C@@H](CS(=O)(=O)O)C(=O)O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5185185185185185,0.5185185185185185,15,B (0.5-0.6)
11beta-hydroxytestosterone,CHEBI:81481,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL3522,"Steroid 17-alpha-hydroxylase/17,20 lyase",Other,0.5178571428571429,0.5178571428571429,25,B (0.5-0.6)
6-diazo-5-oxo-L-norleucine,CHEBI:138889,[N-]=[N+]=CC(=O)CC[C@H](N)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5172413793103449,0.5172413793103449,13,B (0.5-0.6)
3-(2-hydroxyphenyl)propanoate,CHEBI:46957,O=C([O-])CCc1ccccc1O,CHEMBL1900,Aldo-keto reductase family 1 member B1,Enzyme (other),0.5172413793103449,0.5172413793103449,15,B (0.5-0.6)
6-diazo-5-oxo-L-norleucine,CHEBI:138889,[N-]=[N+]=CC(=O)CC[C@H](N)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5172413793103449,0.5172413793103449,13,B (0.5-0.6)
L-cysteinylglycine,CHEBI:4047,N[C@@H](CS)C(=O)NCC(=O)O,CHEMBL230,Prostaglandin G/H synthase 2,Enzyme (other),0.5172413793103449,0.5172413793103449,11,B (0.5-0.6)
(R)-12-hydroxysqualene,CHEBI:88123,CC(C)=CCCC(C)=CCCC(C)=C[C@H](O)C/C=C(\C)CC/C=C(\C)CCC=C(C)C,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.5172413793103449,0.5172413793103449,20,B (0.5-0.6)
2-hydroxy-5-methyl-1-naphthoic acid,CHEBI:83434,Cc1cccc2c(C(=O)O)c(O)ccc12,CHEMBL205,Carbonic anhydrase 2,Carbonic anhydrase,0.5172413793103449,0.5172413793103449,19,B (0.5-0.6)
L-gamma-glutamyl phosphate,CHEBI:17798,N[C@@H](CCC(=O)OP(=O)(O)O)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5172413793103449,0.5172413793103449,13,B (0.5-0.6)
2-aminophenylglyoxylic acid,CHEBI:83716,Nc1ccccc1C(=O)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5172413793103449,0.5172413793103449,25,B (0.5-0.6)
2-hydroxy-5-methyl-1-naphthoic acid,CHEBI:83434,Cc1cccc2c(C(=O)O)c(O)ccc12,CHEMBL3594,Carbonic anhydrase 9,Carbonic anhydrase,0.5172413793103449,0.5172413793103449,19,B (0.5-0.6)
2-hydroxy-5-methyl-1-naphthoic acid,CHEBI:83434,Cc1cccc2c(C(=O)O)c(O)ccc12,CHEMBL3242,Carbonic anhydrase 12,Carbonic anhydrase,0.5172413793103449,0.5172413793103449,19,B (0.5-0.6)
2-hydroxy-5-methyl-1-naphthoic acid,CHEBI:83434,Cc1cccc2c(C(=O)O)c(O)ccc12,CHEMBL261,Carbonic anhydrase 1,Carbonic anhydrase,0.5172413793103449,0.5172413793103449,19,B (0.5-0.6)
11beta-hydroxytestosterone,CHEBI:81481,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5166666666666667,0.5166666666666667,25,B (0.5-0.6)
"1,6-dihydroxyphenazine N(5)-oxide",CHEBI:192384,[O-][n+]1c2cccc(O)c2nc2cccc(O)c21,CHEMBL220,Acetylcholinesterase,Enzyme (other),0.5161290322580645,0.5161290322580645,5,B (0.5-0.6)
4-methyl-5-nitrocatechol,CHEBI:81666,Cc1cc(O)c(O)cc1[N+](=O)[O-],CHEMBL1293267,G-protein coupled receptor 35,Other receptor/GPCR,0.5161290322580645,0.5161290322580645,9,B (0.5-0.6)
N-carbamoylaspartic acid,CHEBI:64850,NC(=O)NC(CC(=O)O)C(=O)O,CHEMBL205,Carbonic anhydrase 2,Carbonic anhydrase,0.5161290322580645,0.5161290322580645,12,B (0.5-0.6)
N(2)-acetyl-L-ornithine,CHEBI:16543,CC(=O)N[C@@H](CCCN)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5161290322580645,0.5161290322580645,14,B (0.5-0.6)
4'-aminoacetanilide,CHEBI:229632,CC(=O)Nc1ccc(N)cc1,CHEMBL3356,Cytochrome P450 1A2,CYP (metabolism),0.5161290322580645,0.5161290322580645,25,B (0.5-0.6)
iminoarginine,CHEBI:84259,N=C(N)NCCCC(=N)C(=O)O,CHEMBL4481,"Nitric oxide synthase, inducible",Enzyme (other),0.5151515151515151,0.5151515151515151,11,B (0.5-0.6)
L-cystathionine,CHEBI:17482,N[C@@H](CCSC[C@H](N)C(=O)O)C(=O)O,CHEMBL3568,Nitric oxide synthase 1,Enzyme (other),0.5142857142857142,0.5142857142857142,14,B (0.5-0.6)
L-cystathionine,CHEBI:17482,N[C@@H](CCSC[C@H](N)C(=O)O)C(=O)O,CHEMBL4481,"Nitric oxide synthase, inducible",Enzyme (other),0.5142857142857142,0.5142857142857142,14,B (0.5-0.6)
6-hydroxymyosmine,CHEBI:189660,Oc1ccc(C2=NCCC2)cn1,CHEMBL1947,Thyroid hormone receptor beta,Nuclear receptor,0.5142857142857142,0.5142857142857142,2,B (0.5-0.6)
6-hydroxymyosmine,CHEBI:189660,Oc1ccc(C2=NCCC2)cn1,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5142857142857142,0.5142857142857142,2,B (0.5-0.6)
"1,2-ditetradec-7-enoyl-sn-glycero-3-cytidine 5'-diphosphate",CHEBI:103990,CCCCCCC=CCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCC=CCCCCCC,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5125,0.5125,22,B (0.5-0.6)
"1,2-dioctadec-11-enoyl-sn-glycero-3-cytidine 5'-diphosphate",CHEBI:104362,CCCCCCC=CCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCC=CCCCCCC,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5125,0.5125,22,B (0.5-0.6)
"1,2-dihexadec-9-enoyl-sn-glycero-3-cytidine 5'-diphosphate",CHEBI:104012,CCCCCCC=CCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCC=CCCCCCC,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5125,0.5125,22,B (0.5-0.6)
(N(omega)-L-arginino)succinic acid,CHEBI:15682,N=C(NCCC[C@H](N)C(=O)O)NC(CC(=O)O)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5121951219512195,0.5121951219512195,16,B (0.5-0.6)
Ile-Ile,CHEBI:74067,CC[C@H](C)[C@H](N)C(=O)N[C@H](C(=O)O)[C@@H](C)CC,CHEMBL1808,Angiotensin-converting enzyme,Other,0.5116279069767442,0.5116279069767442,6,B (0.5-0.6)
Glu-Glu,CHEBI:5390,N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CHEMBL235,Peroxisome proliferator-activated receptor gamma,Nuclear receptor,0.5106382978723404,0.5106382978723404,22,B (0.5-0.6)
hop-17(21)-ene,CHEBI:132466,CC(C)C1=C2CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@]43C)[C@@]2(C)CC1,CHEMBL335,Tyrosine-protein phosphatase non-receptor type 1,Other receptor/GPCR,0.5102040816326531,0.5102040816326531,4,B (0.5-0.6)
canthaxanthin,CHEBI:3362,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CHEMBL3401,Nuclear receptor subfamily 1 group I member 2,Nuclear receptor,0.5102040816326531,0.5102040816326531,12,B (0.5-0.6)
canthaxanthin,CHEBI:3362,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5102040816326531,0.5102040816326531,12,B (0.5-0.6)
chrysobactin,CHEBI:61345,NCCCC[C@@H](NC(=O)c1cccc(O)c1O)C(=O)N[C@@H](CO)C(=O)O,CHEMBL230,Prostaglandin G/H synthase 2,Enzyme (other),0.5094339622641509,0.5094339622641509,5,B (0.5-0.6)
nucleocidin,CHEBI:166872,Nc1ncnc2c1ncn2[C@@H]1O[C@](F)(COS(N)(=O)=O)[C@@H](O)[C@H]1O,CHEMBL287,Sigma non-opioid intracellular receptor 1,GPCR (aminergic/purinergic),0.5084745762711864,0.5084745762711864,25,B (0.5-0.6)
nucleocidin,CHEBI:166872,Nc1ncnc2c1ncn2[C@@H]1O[C@](F)(COS(N)(=O)=O)[C@@H](O)[C@H]1O,CHEMBL2664,Adenosylhomocysteinase,Other,0.5084745762711864,0.5084745762711864,25,B (0.5-0.6)
"7,12-dioxolithocholic acid",CHEBI:138389,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,CHEMBL229,Alpha-1A adrenergic receptor,GPCR (aminergic/purinergic),0.5074626865671642,0.5074626865671642,23,B (0.5-0.6)
2'-deoxycytidine,CHEBI:15698,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,CHEMBL2123,P2Y purinoceptor 4,Other receptor/GPCR,0.5072463768115942,0.5072463768115942,12,B (0.5-0.6)
2'-deoxycytidine,CHEBI:15698,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,CHEMBL4398,P2Y purinoceptor 2,Other receptor/GPCR,0.5072463768115942,0.5072463768115942,12,B (0.5-0.6)
2'-deoxycytidine,CHEBI:15698,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,CHEMBL4714,P2Y purinoceptor 6,Other receptor/GPCR,0.5072463768115942,0.5072463768115942,12,B (0.5-0.6)
3'-L-aspartyl-AMP,CHEBI:131554,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OC(=O)[C@@H](N)CC(=O)O)[C@H]1O,CHEMBL205,Carbonic anhydrase 2,Carbonic anhydrase,0.5070422535211268,0.5070422535211268,25,B (0.5-0.6)
3'-L-aspartyl-AMP,CHEBI:131554,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OC(=O)[C@@H](N)CC(=O)O)[C@H]1O,CHEMBL261,Carbonic anhydrase 1,Carbonic anhydrase,0.5070422535211268,0.5070422535211268,25,B (0.5-0.6)
3'-L-asparaginyl-AMP,CHEBI:131553,NC(=O)C[C@H](N)C(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1COP(=O)(O)O,CHEMBL261,Carbonic anhydrase 1,Carbonic anhydrase,0.5070422535211268,0.5070422535211268,25,B (0.5-0.6)
3'-L-asparaginyl-AMP,CHEBI:131553,NC(=O)C[C@H](N)C(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1COP(=O)(O)O,CHEMBL3594,Carbonic anhydrase 9,Carbonic anhydrase,0.5070422535211268,0.5070422535211268,25,B (0.5-0.6)
3'-L-aspartyl-AMP,CHEBI:131554,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OC(=O)[C@@H](N)CC(=O)O)[C@H]1O,CHEMBL3594,Carbonic anhydrase 9,Carbonic anhydrase,0.5070422535211268,0.5070422535211268,25,B (0.5-0.6)
3'-L-asparaginyl-AMP,CHEBI:131553,NC(=O)C[C@H](N)C(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1COP(=O)(O)O,CHEMBL205,Carbonic anhydrase 2,Carbonic anhydrase,0.5070422535211268,0.5070422535211268,25,B (0.5-0.6)
VM 44857,CHEBI:141367,C/C=C(\C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)C[C@@H](C)/C=C/C=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,CHEMBL2842,Serine/threonine-protein kinase mTOR,Kinase,0.5042735042735043,0.5042735042735043,4,B (0.5-0.6)
VM 44857,CHEBI:141367,C/C=C(\C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)C[C@@H](C)/C=C/C=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5042735042735043,0.5042735042735043,4,B (0.5-0.6)
ornithine,CHEBI:18257,NCCCC(N)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5,0.5,16,B (0.5-0.6)
5-oxohexanoic acid,CHEBI:15888,CC(=O)CCCC(=O)O,CHEMBL335,Tyrosine-protein phosphatase non-receptor type 1,Other receptor/GPCR,0.5,0.5,22,B (0.5-0.6)
3-methylsalicylic acid,CHEBI:20141,Cc1cccc(C(=O)O)c1O,CHEMBL6007,Transient receptor potential cation channel subfamily A member 1,Other receptor/GPCR,0.5,0.5,20,B (0.5-0.6)
docosan-2-ol,CHEBI:197512,CCCCCCCCCCCCCCCCCCCCC(C)O,CHEMBL233,Mu-type opioid receptor,GPCR (aminergic/purinergic),0.5,0.5,24,B (0.5-0.6)
cytosylglucuronic acid,CHEBI:132133,Nc1ccn([C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(=O)n1,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,12,B (0.5-0.6)
5-oxohexanoic acid,CHEBI:15888,CC(=O)CCCC(=O)O,CHEMBL235,Peroxisome proliferator-activated receptor gamma,Nuclear receptor,0.5,0.5,22,B (0.5-0.6)
5-oxohexanoic acid,CHEBI:15888,CC(=O)CCCC(=O)O,CHEMBL3714079,G-protein coupled receptor 84,Other receptor/GPCR,0.5,0.5,22,B (0.5-0.6)
hexadecan-2-ol,CHEBI:185029,CCCCCCCCCCCCCCC(C)O,CHEMBL233,Mu-type opioid receptor,GPCR (aminergic/purinergic),0.5,0.5,24,B (0.5-0.6)
ornithine,CHEBI:18257,NCCCC(N)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,16,B (0.5-0.6)
L-valine,CHEBI:16414,CC(C)[C@H](N)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,19,B (0.5-0.6)
L-valine,CHEBI:16414,CC(C)[C@H](N)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5,0.5,19,B (0.5-0.6)
D-lysine,CHEBI:16855,NCCCC[C@@H](N)C(=O)O,CHEMBL4481,"Nitric oxide synthase, inducible",Enzyme (other),0.5,0.5,19,B (0.5-0.6)
Arg-Arg,CHEBI:73811,N=C(N)NCCC[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)O,CHEMBL4803,Nitric oxide synthase 3,Enzyme (other),0.5,0.5,21,B (0.5-0.6)
Ile-Ile,CHEBI:74067,CC[C@H](C)[C@H](N)C(=O)N[C@H](C(=O)O)[C@@H](C)CC,CHEMBL284,Dipeptidyl peptidase 4,Enzyme (other),0.5,0.5,6,B (0.5-0.6)
N-[(2S)-2-amino-2-carboxyethyl]-L-glutamic acid,CHEBI:136987,N[C@@H](CN[C@@H](CCC(=O)O)C(=O)O)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,14,B (0.5-0.6)
(R)-nephthenol,CHEBI:82799,CC1=CCC/C(C)=C/C[C@H](C(C)(C)O)CC/C(C)=C/CC1,CHEMBL2492,Neuronal acetylcholine receptor subunit alpha-7,Other receptor/GPCR,0.5,0.5,7,B (0.5-0.6)
4-(L-gamma-glutamylamino)butanoic acid,CHEBI:49260,N[C@@H](CCC(=O)NCCCC(=O)O)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5,0.5,21,B (0.5-0.6)
4-(L-gamma-glutamylamino)butanoic acid,CHEBI:49260,N[C@@H](CCC(=O)NCCCC(=O)O)C(=O)O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5,0.5,21,B (0.5-0.6)
4-(L-gamma-glutamylamino)butanoic acid,CHEBI:49260,N[C@@H](CCC(=O)NCCCC(=O)O)C(=O)O,CHEMBL4481,"Nitric oxide synthase, inducible",Enzyme (other),0.5,0.5,21,B (0.5-0.6)
N-acetyl-D-galactosamine,CHEBI:28037,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,CHEMBL1947,Thyroid hormone receptor beta,Nuclear receptor,0.5,0.5,13,B (0.5-0.6)
N(2)-succinyl-L-arginine,CHEBI:17705,N=C(N)NCCC[C@H](NC(=O)CCC(=O)O)C(=O)O,CHEMBL211,Muscarinic acetylcholine receptor M2,GPCR (aminergic/purinergic),0.5,0.5,19,B (0.5-0.6)
L-glutamic acid,CHEBI:16015,N[C@@H](CCC(=O)O)C(=O)O,CHEMBL3356,Cytochrome P450 1A2,CYP (metabolism),0.5,0.5,19,B (0.5-0.6)
"LL-2,6-diaminopimelic acid",CHEBI:16026,N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O,CHEMBL3356,Cytochrome P450 1A2,CYP (metabolism),0.5,0.5,19,B (0.5-0.6)
D-glutamic acid,CHEBI:15966,N[C@H](CCC(=O)O)C(=O)O,CHEMBL3356,Cytochrome P450 1A2,CYP (metabolism),0.5,0.5,19,B (0.5-0.6)
leupeptin,CHEBI:6426,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N,CHEMBL211,Muscarinic acetylcholine receptor M2,GPCR (aminergic/purinergic),0.5,0.5,17,B (0.5-0.6)
ornithine,CHEBI:18257,NCCCC(N)C(=O)O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5,0.5,16,B (0.5-0.6)
3-methylcatechol,CHEBI:18404,Cc1cccc(O)c1O,CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme (other),0.5,0.5,23,B (0.5-0.6)
3-methylcatechol,CHEBI:18404,Cc1cccc(O)c1O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5,0.5,23,B (0.5-0.6)
L-altraric acid,CHEBI:21398,O=C(O)[C@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,7,B (0.5-0.6)
3-aminoalanine,CHEBI:18383,NCC(N)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5,0.5,17,B (0.5-0.6)
3-aminoalanine,CHEBI:18383,NCC(N)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5,0.5,17,B (0.5-0.6)
L-ribulose,CHEBI:16880,O=C(CO)[C@@H](O)[C@@H](O)CO,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5,0.5,1,B (0.5-0.6)
11beta-hydroxytestosterone,CHEBI:81481,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL1978,Aromatase,Other,0.5,0.5,25,B (0.5-0.6)
L-2-aminopentanoic acid,CHEBI:18314,CCC[C@H](N)C(=O)O,CHEMBL3622,Cytochrome P450 2C19,CYP (metabolism),0.5,0.5,23,B (0.5-0.6)
D-ribulose,CHEBI:17173,O=C(CO)[C@H](O)[C@H](O)CO,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5,0.5,1,B (0.5-0.6)
L-asparagine,CHEBI:17196,NC(=O)C[C@H](N)C(=O)O,CHEMBL221,Prostaglandin G/H synthase 1,Enzyme (other),0.5,0.5,15,B (0.5-0.6)
L-2-aminopentanoic acid,CHEBI:18314,CCC[C@H](N)C(=O)O,CHEMBL3397,Cytochrome P450 2C9,CYP (metabolism),0.5,0.5,23,B (0.5-0.6)
leupeptin,CHEBI:6426,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N,CHEMBL216,Muscarinic acetylcholine receptor M1,GPCR (aminergic/purinergic),0.5,0.5,17,B (0.5-0.6)
S-methyl-L-methionine,CHEBI:17728,C[S+](C)CC[C@H](N)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5,0.5,13,B (0.5-0.6)
S-methyl-L-methionine,CHEBI:17728,C[S+](C)CC[C@H](N)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5,0.5,13,B (0.5-0.6)
"N-succinyl-LL-2,6-diaminopimelic acid",CHEBI:17279,N[C@@H](CCC[C@H](NC(=O)CCC(=O)O)C(=O)O)C(=O)O,CHEMBL289,Cytochrome P450 2D6,CYP (metabolism),0.5,0.5,17,B (0.5-0.6)
Arg-Arg,CHEBI:73811,N=C(N)NCCC[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)O,CHEMBL3568,Nitric oxide synthase 1,Enzyme (other),0.5,0.5,21,B (0.5-0.6)
ornithine,CHEBI:18257,NCCCC(N)C(=O)O,CHEMBL4040,Mitogen-activated protein kinase 1,Kinase,0.5,0.5,16,B (0.5-0.6)
D-lysine,CHEBI:16855,NCCCC[C@@H](N)C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,19,B (0.5-0.6)
D-lysine,CHEBI:16855,NCCCC[C@@H](N)C(=O)O,CHEMBL3568,Nitric oxide synthase 1,Enzyme (other),0.5,0.5,19,B (0.5-0.6)
monoisodecyl phthalate,CHEBI:132594,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)O,CHEMBL340,Cytochrome P450 3A4,CYP (metabolism),0.5,0.5,16,B (0.5-0.6)
D-tryptophanyl radical,CHEBI:32723,N[C@H](CC1=C[N]c2ccccc21)C(=O)O,CHEMBL1075189,Pyruvate kinase PKM,Kinase,0.5,0.5,11,B (0.5-0.6)
ornithine,CHEBI:18257,NCCCC(N)C(=O)O,CHEMBL4481,"Nitric oxide synthase, inducible",Enzyme (other),0.5,0.5,16,B (0.5-0.6)
L-altraric acid,CHEBI:21398,O=C(O)[C@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,CHEMBL3577,Aldehyde dehydrogenase 1A1,Enzyme (other),0.5,0.5,7,B (0.5-0.6)
(+)-O-methylkolavelool,CHEBI:139480,C=CC(C)(CC[C@]1(C)[C@@H](C)CC[C@]2(C)C(C)=CCC[C@@H]12)OC,CHEMBL215,Polyunsaturated fatty acid 5-lipoxygenase,Enzyme (other),0.5,0.5,6,B (0.5-0.6)
